72606,PORTLAND,ME,US,43.65,-70.32
72608,EASTPORT,ME,US,44.92,-67
72613,MT. WASHINGTON,NH,US,44.27,-71.3
72617,BURLINGTON,VT,US,44.47,-73.15
72618,RUMFORD,ME,US,44.53,-70.53
72632,DETROIT/PONTIAC,MI,US,42.7,-83.47
72634,GAYLORD,MI,US,44.91,-84.72
72635,GRAND RAPIDS,MI,US,42.88,-85.52
72636,MUSKEGON,MI,US,43.17,-86.23
72637,FLINT,MI,US,42.97,-83.73
72638,HOUGHTON LAKE,MI,US,44.37,-84.67
72639,ALPENA,MI,US,45.07,-83.57
72640,MILWAUKEE,WI,US,42.95,-87.9
72641,MADISON,WI,US,43.13,-89.33
72643,VOLK FIELD,WI,US,43.93,-90.26
72644,ROCHESTER,MN,US,43.92,-92.5
72645,GREEN BAY,WI,US,44.48,-88.13
72646,MOSINEE,WI,US,44.78,-89.66
72648,ESCENABA,MI,US,45.75,-87.05
72649,CHANHASSEN,MN,US,44.85,-93.57
72650,SPENCER,IA,US,43.17,-95.15
72651,SIOUX FALLS,SD,US,43.58,-96.73
72652,PICKSTOWN,SD,US,43.07,-98.53
72653,CHAMBERLAIN,SD,US,43.8,-99.32
72654,HURON,SD,US,44.38,-98.23
72655,ST. CLOUD,MN,US,45.55,-94.07
72658,MINNEAPOLIS,MN,US,44.88,-93.22
72659,ABERDEEN,SD,US,45.45,-98.42
72661,REDIG,SD,US,45.27,-103.53
72662,RAPID CITY,SD,US,44.05,-103.07
72665,GILLETTE,WY,US,44.35,-105.53
72666,SHERIDAN,WY,US,44.77,-106.98
72670,CODY,WY,US,44.52,-109.02
72671,BIG PINEY,WY,US,42.53,-110.12
72672,RIVERTON,WY,US,43.01,-108.5
72677,BILLINGS,MT,US,45.8,-108.53
72681,BOISE,ID,US,43.57,-116.23
72683,BURNS,OR,US,43.58,-119.05
72688,PENDLETON,OR,US,45.68,-118.85
72693,EUGENE,OR,US,44.12,-123.22
72694,SALEM,OR,US,44.92,-123.02
72698,PORTLAND,OR,US,45.6,-122.6
72712,CARIBOU,ME,US,46.87,-68.01
